sample_id,F_wind_kN,w_snow_kNm,E_Pa
70,4.864819668118293,2.2823138449979763,197965783536.78915
71,4.842003437170978,2.7044183807731796,196471079929.99728
72,3.4192406539858737,2.3598027699930633,194433920754.24704
73,2.65756149824305,1.634727863626332,202207556293.69052
74,1.7754598066717402,1.4855528773575686,195690392597.60617
75,4.028224187302173,2.2249968688633732,204875726288.3614
76,3.856341270618645,2.610016945419506,193480444720.37164
77,3.9242508571887,1.546404661776844,189443033125.11523
78,3.4168714861322207,1.8446168087260122,210414057424.87494
79,3.128123707361626,3.0652692537813384,197727899905.8808
80,3.633552219884772,1.7967826917889398,191259339985.5994
81,2.948303865659162,3.217099130901875,202113297412.229
82,4.496775978342035,1.727246681579889,216533826770.8444
83,5.320405375355437,1.7296748848804513,205477478979.29236
84,5.681847951608432,1.3487386991335093,201674015661.35376
85,3.2089463584143627,1.4440317140955428,200776406375.88925
86,3.9117942529340004,2.5018982221020285,203384861538.149
87,1.6771090272639497,2.334022194112825,196870912178.30508
88,3.71737499064977,3.2542562731295988,212016235044.30652
89,6.719989936676336,2.4123169375135265,192394056652.34283
90,1.6844399999135662,3.045240733256193,205544536238.3395
91,4.367509949066802,2.3444798967853573,196211698416.37006
92,4.210169244853015,2.247723653005427,198594569316.56152
93,2.693627468316852,1.7838760164039094,194963615861.12698
94,0.9010458430313678,1.7118224215672606,201094441838.70663
95,3.3142684591063327,2.605158039269142,186469893655.19272
96,4.746413133276801,1.8097938207815296,199991805241.92322
97,3.8329397884431495,1.391590749952407,205979138152.7248
98,4.922005641552859,2.2121799879150768,204643253305.04642
99,3.0186599584335774,2.348864270768744,207566030476.4935
100,4.851117910610409,1.3602032489437021,195786111781.37695
101,3.122426080730311,1.5335646985247318,190372076027.57642
102,3.5406935385053284,2.099849739057445,200985021881.12823
103,3.690479312405176,1.271558814074023,206508160525.3834
104,4.147991906475068,1.2767971413817791,201772884376.24304
105,5.53792227764656,1.4346132706540329,203642604974.4751
106,4.333364093288555,1.6392045053325428,193470285835.74628
107,3.7497586926501683,2.4684474146730855,205885851276.58154
108,2.2506596165274333,0.9151847339226075,202880668296.9836
109,2.441152860820265,2.684128714405285,192479139820.23807
110,5.393139962692452,1.7361820711596696,190240222874.29025
111,3.181815090912025,1.573487482502467,196070535946.30948
112,5.005581567499328,2.900013506310345,199489579027.53668
113,5.21415324514071,1.91396891719546,195613863731.5544
114,4.829308463850322,0.8634053449131774,199164769632.04474
115,4.9945717963212175,2.449945579179351,198914553177.5685
116,4.820297785930113,1.786350407316882,197594206721.2058
117,4.892143507316785,1.3737133352512307,207119556007.50497
118,3.274857542502439,2.161822019096426,191470611839.5455
119,3.05984846061535,1.6059348009559462,209728728790.41837
120,3.5097463971476435,2.9324261142965367,198665099998.0491
121,4.604902437141558,4.217650037723597,197851055599.1702
122,5.205264216436731,2.73484862572807,198000616678.1206
123,2.7770906485944105,2.8059814831825234,204951779121.2514
124,4.4748362275138565,2.173959172744112,209514985135.19208
125,2.2048880416406553,2.9349909226844293,201192733488.73297
126,4.705351401218185,2.806824895990392,194622235528.1131
127,5.670423134998487,2.715168789673687,199202742363.8623
128,4.1639793735228,1.4683860507224322,204183186952.06006
129,2.6702002536622764,1.8918504439759047,189580165213.59363
130,4.05748020903461,3.3706801411909724,186543067480.59253
131,5.770639822136626,1.248559329764647,196444529777.89087
132,2.009180436915056,2.657339022228808,203303787217.8108
133,4.24821364842115,2.482265948849251,199193090730.07483
134,3.72852535975079,3.011031043080065,191770554420.66754
135,5.399992934736816,2.0127326011462956,196137866544.51273
136,4.563113464643991,3.2611376813342936,193061338086.9361
137,2.9527012150501144,1.8345277149041916,201756064173.68442
138,2.52251621583737,2.7584450588283898,202982205862.86786
139,7.180228690692546,2.876526548791294,201134004527.45532
140,4.673499431466398,1.5641530052208095,200857520759.52246
141,3.3392713295158933,2.101924307829331,197644084960.05432
142,3.974488523137394,1.9055119865633556,210604097672.85785
143,2.6504159819511006,2.1942239513903914,204653937509.6202
144,5.94906683456094,1.9805671610119095,198071405891.98108
145,5.016915799177104,2.255689311189338,198833411877.91504
146,4.699706337595005,2.2631598866463003,196816482571.7962
147,4.425042362575162,3.1728932464753163,208714045190.80264
148,3.813155527798504,1.6437913611455053,197675432112.29968
149,2.724299252225881,2.1829860527122205,197632635607.65485
150,3.009903872241214,2.1251765983849915,203809808606.25623
151,4.216018943634127,2.033504576481234,195284802234.57797
152,4.881799359853513,2.1523600385626693,188841966646.69843
153,4.657519941305336,1.9896243443766042,195476395641.06314
154,5.42450433855296,2.975728613665603,193556038157.3991
155,3.576780169093181,2.318996464039866,206663520034.01492
156,4.6537743155557205,2.327601770393364,211182286836.17868
157,4.4600278678830385,1.8515738017937322,199461927178.68335
158,4.394598636797811,2.203474504972717,201942582147.76816
159,4.635778319420839,2.9407659142487974,195764036471.2767
160,2.9877319336323365,1.2393017803157667,192990975010.80966
161,4.737434912310029,3.004019985020337,202852375602.3094
162,1.7994367820925292,1.8788203083581851,199356509170.97467
163,4.648575886566468,2.221009066298589,196063927845.2514
164,6.252018680175357,1.6099462832510043,206180088031.99084
165,3.6880270389960135,2.012369132830265,194825020448.9081
166,4.095422238361743,1.99830165306246,198982650581.42615
167,3.038780402743642,1.780725211303693,198868514672.15222
168,4.947998022593804,2.218433042250907,200916434243.96036
169,3.133795877632553,1.2418942282102094,191600568240.6117
170,4.354984073891513,2.588771552511478,202633598776.86414
171,4.517072535148409,2.142717943228939,201384853116.62143
172,4.567508854525754,1.9640964933712837,204053266474.89853
173,2.2765672158217773,1.9862076427393456,195197546411.30338
174,4.4088401370015315,3.0844949916454616,203458930828.7548
175,2.8294847223225337,1.8673643734105354,206854383903.67337
176,1.3871754142674761,1.9186370908861492,194702041125.24847
177,2.3808506045815205,1.649827367286257,196921521388.72156
178,4.226711340550016,2.47213453487725,201566389433.96542
179,5.79527071796458,2.0105715334538856,203338540272.53433
180,2.587901485574177,2.4633274060900243,197784277104.89178
181,7.064447246295307,3.1517772298675824,209120839116.45776
182,3.961078213040145,2.98861882977684,198329692239.56628
183,4.582454406165484,2.8440940359684213,199325615259.56937
184,2.715128839097156,2.070484909002162,202666621780.82153
185,2.341188898576127,2.258811436223118,206012100912.9556
186,2.6242734426727066,1.698937197730396,200101538984.1971
187,3.1642838778118603,0.6275132489343356,189985706049.63358
188,2.6980825723223285,1.8625820332488559,203219357362.50922
189,1.4035756616045443,1.7951090617333547,210899605961.36472
190,2.7945394208092775,2.2008231428834937,207170801722.07904
191,3.670048872851458,3.4517172838511443,202721444863.3917
192,6.64472777031936,2.1953661055850704,202700585324.06467
193,4.3098106475259215,2.5614477487153273,198966347584.0039
194,3.59893633891599,2.1745255827675845,196375465897.68738
195,1.7835675032742766,1.4128160474137592,197416065630.57935
196,2.5140404642275938,1.940401770823274,190144617997.5245
197,3.684610282795353,1.4340189608745457,205860044104.38327
198,4.0136663030062385,2.3825558643043268,209088802354.102
199,7.457721275636392,2.104451094019067,190869940076.16916
200,5.456191642973146,3.285302908526296,199260310175.3056
201,4.674061226971091,2.337009263290079,195789809258.56476
202,3.8762777142757545,2.2229074995121128,208805397242.6575
203,3.5973356675130472,2.650836867181369,200179390248.5452
204,6.070670693818539,2.1348557887349155,206292514453.66516
205,1.1407201830350986,2.1381195467467915,205071327391.98508
206,4.61032288545168,2.63314832622676,195830705944.04208
207,4.869293811442589,1.8419638780415037,194801010069.5209
208,2.349236031374126,1.6519763884063088,193264875779.58218
209,1.8409038785768064,2.72456376025923,198140942850.30722
210,3.1984503357225944,1.4265663524674177,209295606799.76086
211,3.4546518175460967,1.7470448026694028,201868411412.91666
212,5.183576019457514,2.429635019879775,214224401887.2591
213,4.176570088601359,1.61315337574194,194360028671.29785
214,3.713089250638908,1.927128559026762,196171215175.79163
215,4.688662649491835,2.4457110899466374,203624025134.74933
216,3.003586851356247,2.271228099634722,198311018204.6193
217,2.073360657818566,1.75390234280639,196982908758.17804
218,2.95655043764635,2.096692484668825,212908417969.95544
219,6.042535781544325,1.2580398240362607,187635711403.55063
220,3.262780466722648,2.5377419712455374,195335471589.33163
221,5.24284274471486,1.1058689056426372,208592507222.52032
222,2.8032460695681727,2.0244933902118154,203693826398.1477
223,3.3912416119565068,1.4777430063050117,204428036988.2151
224,3.398204611675631,2.0498027881324945,195015636292.17526
225,5.762465571679629,2.235754334878621,203849809439.42087
226,5.345389552940814,2.8934380862724507,198100098647.9284
227,3.6282082787917918,1.6022461753286366,192563090052.95978
228,3.080781723373318,3.02627480701689,190017611053.9617
229,2.1639776421120316,2.021646718654183,195544248180.28354
230,6.021932808140922,2.331979563147257,203761445398.69553
231,7.872541502869286,1.2180487085404135,210929627830.71463
232,1.8567699787173888,1.1846151671979892,202553633032.0021
233,5.141936260435194,1.968914316213238,200282019370.25674
234,6.91726041759044,1.7159148725654463,195394423836.15756
235,2.960906119233084,2.639311576589229,195948665882.96964
236,1.527799227057948,3.3941708625622966,206036336846.67487
237,4.767932542007264,1.463317957584951,200893650878.3819
238,2.6614640071153026,2.4578748564066863,203528645897.005
239,3.4491204343381683,2.530247766062044,187382418499.27975
240,2.9085271657870004,2.8215652480831324,197454281243.0119
241,2.360790064311525,1.0186786725996335,205480399386.68362
242,4.171441171079731,1.324611797239769,204196878899.70175
243,3.2279600506912547,2.23008626141011,201602511769.9331
244,1.8160348126794592,2.2434380227792787,195728082926.87482
245,2.058547662202581,2.4428603603582313,209385786596.16464
246,6.0483968990303,1.9105000948658486,201307122159.33566
247,4.364424841245563,2.2125535982459668,200447771570.3164
248,5.719081506046105,2.0659999248488576,204785181225.93445
249,6.272929086735225,1.8836215835746881,204506314358.89398
250,4.540113137792755,1.5285866987877363,206222566246.24255
251,2.995824605520355,2.165021993891515,200388516227.00702
252,4.486093414230762,2.114371154986412,202802108693.01773
253,2.64575679043527,2.5542682226599904,199574544510.38544
254,3.503783738869477,2.6493414738810213,193756488329.10803
255,1.9095403872661612,2.3921308261646086,207307635363.56293
256,3.374959730406837,2.1602853820136425,208900168885.90668
257,3.0955809010641415,1.8761175901861453,198320343638.62842
258,2.9683909430872406,1.5245787615837598,209427056764.63278
259,3.2231692760222774,1.3318978289878227,201926337156.19855
260,2.316614642890721,2.9957651616504033,204279224958.4127
261,5.011277068525272,1.8076085148667946,201833346732.32407
262,2.452445484989287,2.2792534113224407,199846175167.86133
263,2.935616760843894,1.8329607822935357,200290933355.33054
264,5.190797228395499,1.7430657575567927,193647281085.67053
265,6.213161370017525,2.7195069501564957,196785253376.75287
266,5.972067853555367,1.7238708530093756,192959968666.85916
267,8.359076153504486,2.4588041935616665,208232003841.57367
268,4.276359024620366,3.329101528088057,204735595010.31302
269,3.6242115629476395,1.0721764783363839,205084365890.6213
270,5.11518789240334,2.461014653215105,194386140022.5302
271,4.135951834820089,1.6054006792995397,207531846988.77206
272,2.758329236790556,1.7998708577096434,205018254634.38223
273,3.3269304400266955,1.7012618227990577,199285603034.64938
274,3.807495236204405,1.8009543290717995,194993489172.47604
275,4.598645328509844,2.035288426046329,202399473663.7756
276,4.835064150950238,2.0918632873840592,203324840548.9516
277,3.819033728611779,1.829234158179838,201236572875.3234
278,4.285797613482531,1.8770723036779262,202582517961.70032
279,4.182734279306018,3.242584688696739,205030955073.7622
280,6.779437353590055,1.421171677149897,198549256543.8969
281,3.2653226522649303,2.5825537335685884,208103048378.48843
282,3.4315721509631674,1.521069144857912,197432770909.40057
283,3.9205981825384306,1.7560476251683022,202808507928.7201
284,6.060113087466165,1.68964728685371,196793952743.67874
285,2.610844365332533,3.0946523041832372,204368625466.94714
286,3.3104565665923325,2.4383405682835284,205455691328.47165
287,1.7197710328619211,1.8715034635179768,199265663366.1429
288,5.831037580676408,1.3336849831267559,202867079548.35342
289,1.4903099503565602,1.4457536081637172,209580177386.5405
290,3.9915490684926627,1.859764378770326,189659647350.55978
291,2.2817394495529353,2.2743701792828444,199295088026.0143
292,2.7714172054036563,2.475473890703859,198625305732.11288
293,3.7775894448658245,2.586787007217342,195005303277.03333
294,2.5161213493834067,1.4901348303385216,194245366146.9661
295,3.3439622336277184,1.8112961305396653,201951501817.3188
296,5.809241382603724,2.6743543321836647,202245686481.0993
297,7.320008722453428,2.340363031538378,201571762611.01984
298,4.480817032271317,1.6302131982126546,197860620064.1027
299,5.2766735527277255,2.7535096929501846,210238728810.3635
300,3.36066344284406,2.4329277995270786,214683091374.63443
301,5.462312488710465,1.999857964503086,200112087727.35495
302,5.408101485344094,2.7628516817842983,205217397959.4227
303,5.201218642075471,1.6969599034990834,195446282276.71252
304,2.416984669403066,2.455592390889787,206166031620.13208
305,2.5762068747576694,2.187363762691216,197168620235.61057
306,4.272967674134572,1.6691184813622113,207623731439.94476
307,2.8767727603550846,1.5576393422826125,192434669244.90533
308,4.859925340029205,1.6181131041142582,184925677510.13055
309,4.933602748260615,2.866995728644177,211374587263.4975
310,3.6102018013476815,1.2232514832479067,194485893012.5157
311,4.287316969578298,2.6545339151243064,201475313170.5937
312,4.327702396978244,2.0190266937396295,198352326755.75137
313,3.084953183939443,1.8912064694389294,201085449584.63156
314,5.220309997140828,2.687345228949378,200148531070.9626
315,6.49152522600273,3.6855027525808683,189759110986.38446
316,6.8628060002533156,2.387225086844743,200228091573.96286
317,2.5266869443876536,2.6219288567894345,204593727482.80933
318,4.087104268555595,1.1607606331595601,188984900428.4298
319,2.1826990145640255,2.9254110977469527,207367166916.88156
320,8.27491996128988,2.3229596260431116,204028937379.97546
321,3.848747391672155,3.789373876064068,199602900637.05316
322,2.0311754418191024,1.8854548096873236,203411798604.68964
323,2.636067760582136,2.308674975591219,200545787599.1538
324,2.79393640400773,1.41619949231203,194241123266.023
325,3.1915919332044758,1.975009756446109,209205877740.93057
326,5.414882922730474,2.1573758026499648,189175119100.006
327,1.5133605526390184,2.200415496918341,203859825960.72174
328,3.843969351444103,2.708066931847583,200475064767.03244
329,5.3731259474863275,2.377114801111989,205889452391.82
330,7.964110483100777,2.7814558057597605,204249339002.38278
331,3.0291749610644487,1.722745512683169,195078820069.85147
332,7.206678481952012,1.885975442224737,192930884278.54312
333,3.1127000754780925,2.199251140704567,207678953515.63953
334,2.6060358697170423,2.6091130747990605,200014922039.28784
335,1.9906683849096998,1.8880495758597204,201219227670.5235
336,5.750936788439968,2.017129390426855,205351772871.81546
337,2.8015516316371145,2.873377391588498,200607310229.70737
338,6.606570749138768,1.5603871066961863,201401211347.05322
339,3.6999130080761797,2.3897633788422876,207704453272.9583
340,4.0615813475675555,2.4140915718261917,198999604989.9762
341,3.940672255793619,3.184834492915694,198407686861.29572
342,5.055786029690252,1.9658495132339129,204226205802.62137
343,3.3951544993628087,2.8401841500227345,190469359004.3247
344,7.511005501041483,2.0024038374676736,206271325028.4093
345,4.977278103346598,2.365374429159411,189314227393.66324
346,4.322028953406462,1.8084511601473328,200581683549.0908
347,5.127911799062507,2.497622962327688,196485896718.9303
348,4.416093452798038,2.7012460662982676,203110716059.4003
349,6.144978171995601,1.2957497381375391,189815277007.3297
350,5.165148041826837,2.693371234731047,198370020804.79874
351,5.578923465276244,1.9555039212093683,203746013705.06827
352,6.689582679711698,2.3571720176394706,196437469697.615
353,4.886951034715337,2.2660979134875925,200327593539.24976
354,5.656435368801199,1.9124550936291376,204766769930.96237
355,4.281525233739138,2.31601891980009,195141754434.432
356,5.864033903871631,1.5076183456657548,198482261287.84464
357,3.881553419938641,1.7899924317602542,205766844453.02853
358,2.4889557012780013,1.478605174598341,195702892029.73282
359,4.8738815105801,2.761559305708642,193205026186.13742
360,7.093716676734884,1.864962914621207,217716170921.83282
361,7.58949291529334,1.6332012367515991,201158096631.00766
362,4.694340430010406,2.527158873247043,196589660105.3719
363,9.282627702800577,3.2757646690862163,193771838606.4196
364,4.117094196605173,2.3047693394908264,197237789893.0693
365,3.5809376928813106,1.3093803093899183,193501811458.1212
366,3.743200595861026,2.1323222976609464,191631945533.99057
367,2.7673649351389185,2.5257516053681353,203795292442.5238
368,4.007270074779927,1.5796648583393398,204572160804.9355
369,2.4244987700384613,2.9826094228125264,182907714906.39444
370,3.798642338477806,2.539785742370772,209829860706.94034
371,2.255830760014172,1.6858975614985894,192207795222.36084
372,3.514430485263948,1.9828102055465662,198540615610.46112
373,5.225399225114981,1.7422165351517374,198689998131.1111
374,5.500958419957798,1.7612527874967494,202155514812.81674
375,3.201364487301371,1.4953066722653763,203370009122.50854
376,3.8234302050093643,3.3784412214209008,196830925694.0447
377,4.8066745568130544,2.6442791271287227,194074597344.56375
378,3.0570034865251596,1.5389809311410891,201297555650.32623
379,2.577725181624966,1.9441381527797919,192601127809.63873
380,3.4233133929647424,1.5980204724221243,200341909660.78638
381,3.6656802206596857,3.3466194049466838,194516177810.4139
382,3.4105364317920634,2.9063785499726733,188196659460.37393
383,3.4772180374292243,1.1454712974200538,194639752652.6578
384,3.79729992835081,2.2736401481353936,198053319136.19287
385,2.292913055595193,2.028563695195458,198722918144.17444
386,3.1860704794736234,2.0897863492252657,211117547812.5211
387,5.283446773317253,2.5834643428629307,203041257245.02307
388,4.815128345407056,1.9318213507422486,203576469403.53726
389,3.146134389294574,2.9155769498348048,192337909784.21365
390,1.7397928286216544,1.5476375771480302,204491290593.3504
391,3.6391858366647893,1.6996010537366735,197395183603.5897
392,6.620554999138654,2.3967804684752094,188451850446.04385
393,4.108734032305747,2.71806265143616,204326130908.35468
394,5.013164606935697,1.2635448665492115,190444790120.95624
395,2.7630499134944175,2.3860502003723965,190772351428.18597
396,5.25069693388437,1.8964600191260648,201889926367.2663
397,3.0984253379671878,2.3389818877783077,187204663826.77728
398,5.826371227607183,2.5057375125278987,196402689428.90024
399,6.092990163693571,2.6129437807024942,195314146148.3605
400,2.1957073035688954,2.502957208368606,199717600363.70325
401,3.91988496054024,1.716784415795475,199231538093.88257
402,3.0636356268516187,2.7013705728563404,197152229999.0755
403,7.8410331724641305,1.932918308096599,199220048789.8241
404,5.0510987301073875,2.333214261864585,197484857286.2595
405,5.300417438873982,1.5090012252718377,203520055058.89185
406,2.0373681799118666,1.9856207300368889,198179278846.60165
407,2.9088185855081807,2.411581056062108,204447690010.62668
408,4.9629908943782715,2.347620918646041,210152394198.52493
409,5.551276677323148,1.9359668248314295,200714881883.35333
410,6.365346147607957,2.532271368686423,190590318694.36987
411,3.245159291120634,1.9075845256026411,198455090664.54645
412,2.462270673646522,1.6081900615662954,203143781641.16714
413,3.296007082371283,1.4857291241639439,200937099550.87067
414,1.2332935461154817,2.1854099943675913,200412621250.9134
415,5.755849541043186,1.1241099059679136,192669021123.90442
416,2.6738512814206477,2.2333627730150525,195064863625.5572
417,4.509744168522385,2.5583610375690773,198376257265.1763
418,3.7750701470541825,1.4236703663716164,207941161760.19
419,3.5350134681508565,1.3561134810574749,202428960445.03235
420,2.150582275102392,2.189473184214109,193005801081.11087
421,6.168716486610502,2.136312332601615,213414705630.98077
422,4.969229296660095,2.008459651293006,204830768801.73532
423,2.6840795949461818,2.0043843302351907,202022906493.19897
424,3.069712907160077,2.2317902776642775,206987184244.44363
425,6.57711069113053,2.2543058693928035,188941974343.68225
426,1.7458792566302141,2.31622706361848,200969065057.8849
427,5.256987909894865,1.3875198265384128,204920339815.27655
428,6.734998968617736,2.5952769878955015,198795177867.1762
429,3.718213473009825,1.28100476963194,198620419604.80234
430,3.445342984907015,1.813217401777866,202350156169.7839
431,3.385343584994699,1.6468845859662744,195176604609.07956
432,5.878304293836538,1.7339939801171946,203916101381.33853
433,8.767994893673952,1.925656111797553,201654312286.09207
434,8.115589813016419,3.0980572801691166,190850032275.13684
435,3.560276105622021,2.476330795248403,203089721636.56784
436,3.8685460573687585,1.9165193185586304,197068514848.6532
437,3.7390381275987465,2.7732265805661562,194593666644.94333
438,2.178843289557285,3.1209640896996307,214899382916.4018
439,3.151013783915982,2.4217666787593872,191710783255.82227
440,6.875788431765407,2.1127405328179,199314297160.9112
441,3.4447717675763077,1.8813951323810676,202936646099.39502
442,3.6426825139592993,1.4557239017183814,208644767531.90317
443,3.936551935890206,1.6163720396482173,197935426169.50848
444,2.406198052273818,3.0164463789005773,205374285705.74423
445,3.524810449828102,1.901892744511246,204612396187.90182
446,3.6230935143965097,1.2895863766171238,207233782800.71954
447,2.643082184765326,2.1097126520586684,207874207474.66498
448,2.7202098557008982,2.5179825826025426,200360553528.0432
449,4.821673471497424,2.8272644009150576,198581343814.30215
450,5.075710911795342,1.6633253332317548,187781394860.3513
451,3.8888670146707693,2.663378750089104,209357246079.92313
452,4.83816301738138,2.3529689093833306,194879953454.82266
453,5.549930932005035,3.1594796304177395,202037201469.69452
454,4.4318240816719205,2.960817781978125,202089311083.90292
455,4.399836133477597,2.023787887816287,206548185955.70718
456,3.211536770426655,2.9090276651624936,203444815752.12354
457,3.9556211960125283,1.294100609077459,197337274228.96503
458,4.211337538595031,1.956409024327841,198889254089.84875
459,5.077610470071669,1.9385249923499743,202281322331.20166
460,2.9380699853933185,2.287100717811072,186079158021.39975
461,6.4220854080063345,2.145112515548782,201011420241.0379
462,2.5948044153191496,2.1186225392972857,198493371260.2875
463,3.15675669892685,2.290609931569466,202366037073.56616
464,3.9799961708157685,2.0562500097796956,197837012024.2496
465,3.497248946781992,1.7971888193342556,200001186415.49078
466,3.587840794966511,3.9053934337194742,190309962402.38132
467,2.744957721386914,2.4005935054534397,202673117656.81433
468,0.9745700588592603,2.233110843739214,212445713420.5684
469,6.568272076952257,2.490826717035532,194772726074.87704
470,2.222550490536128,2.6351704195909016,199475176766.07895
471,4.266756245837968,1.4419676083552373,200087885942.5093
472,4.299304423977043,2.227155844832599,206139490041.53476
473,3.586406959052017,2.3937812661501323,196152987595.2239
474,3.236069509557063,2.1705849612630215,200156670671.13574
475,2.5562968581709242,2.1308252139952906,203434481275.05014
476,6.3120053416992405,2.1698331618111464,195865445360.85727
477,2.9316630536815325,1.8573415263507749,191249176695.76404
478,2.3126377708918544,2.0644173658744833,212049639845.32822
479,3.5523595527031193,1.6577662101867945,194842431219.21082
480,5.177571619762413,1.9501557641225549,197033199274.86743
481,5.592604051496637,2.957107019209383,197697587844.13733
482,4.142339655652995,2.1135570106495867,195918000369.58545
483,10.299311128868005,2.2757101664462054,196552239752.87387
484,6.33073667774988,2.9538861648953434,199884816253.71857
485,2.3722137651714723,2.3073339787429177,198529670177.78506
486,1.3331055514255896,2.755423392656935,205398226088.16016
487,1.5485049928923074,3.166654103015165,201041845491.14386
488,6.762803006648668,1.8433754751725149,199405294451.42493
489,3.1118274400026764,2.1433880775386362,200455995150.9341
490,4.625466655418832,2.153136809464172,202165452346.7184
491,5.047261623352593,2.766583045190382,196709253398.98178
492,6.2424844871874035,2.743950011545208,194286227021.14075
493,3.3537962226333007,1.787886213290286,195506946085.80783
494,4.666590921555881,1.8195500862197522,199945691382.7307
495,4.312738111866604,2.1336830867399295,199343539652.11804
496,3.8593427590736886,1.9739946822274246,204976814604.3912
497,5.438667237155809,1.6881413144291222,187603615146.54855
498,4.4952377227649025,3.7047586009728257,209014456557.67633
499,5.121874316657549,2.180070159246952,203195046414.79318
500,4.190208836933078,2.1007498631029735,192757359618.64645
501,3.4065315409528427,2.3588785165583985,213943705301.63934
502,2.1016007955579346,1.8798316430165474,199510495317.86786
503,4.786204463630247,2.106168994928163,197826453014.75208
504,6.189852326656302,1.919500361803438,210428719239.66888
505,4.466003952571601,2.3247938335955802,201730394269.72113
506,6.816009066944797,2.637496216674418,196634109389.60052
507,3.6043274324387484,2.6655729275525957,201974433893.6894
508,4.596174068326426,1.4716474182492232,202976333311.1206
509,3.7569630244723142,1.988332513244978,204686692403.25958
510,4.2453232039494075,1.8588992834629081,194653611453.46048
511,5.0960502476272245,2.567867321370769,195497110114.71902
512,2.925003565606955,2.0083384654163825,205420452092.56802
513,3.1039956924387564,2.518126158910219,192496176434.82526
514,4.979550518090161,2.43145303160513,203163771267.3489
515,1.924314221118645,1.9088781320072201,202224621476.0642
516,2.885375349074054,2.967480990274702,194031979193.74203
